"Data Source","WDI Database Archives",

"Last Updated Date","2020-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Italy","ITA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3213.50181734578","3207.69191562351","3214.6893856688","3190.70371002091","3208.54131754137","3279.70862067513","3582.75845379715","3733.21353302681","3968.58094449941","4037.74218925713","4057.48380495201","3847.56991099154","3692.70072776164","3493.40311941967","3501.14564661713","3187.40054278296","2671.81432290732","2370.06194395225","1753.22811752093","1285.42521413","","","","","","","",
"Jamaica","JAM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380.46369353244","2708.95911058827","2528.41595483238","2690.12983535121","2321.38625738099","2416.13728061588","2125.27326655247","2870.13274101946","2679.49232055298","3004.76236953338","2587.00382410119","2728.22364208845","2492.35497494105","2397.0719274574","2517.69980472409","2291.63713422361","1878.66310042824","1770.70375159885","1317.21991877394","890.52701281","","","","","","","",
"Jordan","JOR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2819.99990239164","2729.47255840449","2585.94602644943","2562.7004024795","2401.44535161415","2163.67666637284","2320.58513868245","2479.68550336172","2595.59167094796","2759.74031525532","2791.93091445467","2742.02143522988","2877.28356115829","2787.8861959573","3136.09665315781","2816.129534397","2381.05723935356","2087.02074217857","1541.27325965883","1184.52679628","","","","","","","",
"Japan","JPN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3710.49287502498","3709.00017959547","3660.02998333117","3625.74250744381","3632.52197126254","3641.17192816755","3908.97301243364","4062.98410205928","4250.41215620773","4270.76543585026","4315.70270323665","3999.03669095539","3878.26130576697","3651.73571163913","3662.57481027078","3361.12027519553","2878.75943825717","2558.52044095225","1907.22197052042","1421.00914355","","","","","","","",
"Kazakhstan","KAZ","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2878.38213324498","2858.91693180916","2892.00319249779","2881.26242914746","2361.34252055333","2292.48881320892","2719.74243318284","2675.00364835664","2894.61652238785","3094.38687225676","3300.32988992712","3233.5521550753","2634.17206313478","2712.58766171741","2777.43042733202","2380.39766229682","1983.68237488213","1746.01525434209","1184.56305675198","924.12553996","","","","","","","",
"Kenya","KEN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2047.1676334756","1783.09278836362","1704.99681532485","2011.83519319779","1781.12508327956","2072.72524902785","2126.49270074751","2122.57555396212","2272.66129587841","2210.66622394028","2245.48214877372","2018.29344654829","1957.76343716718","1705.60422270819","1838.61085874161","1596.31291606639","1562.15219150979","1579.22466551291","1272.15535768614","1041.30577054","","","","","","","",
"Kyrgyz Republic","KGZ","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2394.7955072357","2067.18928587107","2242.06967681286","2057.50703226548","1986.63023994079","1992.45968141299","1978.13912161508","1980.03923237458","2011.51615555768","2155.83639154145","2156.85160629188","2395.84778255054","2451.1028626124","2287.50765105306","2471.77662183193","2287.66485481833","2095.33192386407","1864.86195635633","1341.79440254105","954.23670054","","","","","","","",
"Cambodia","KHM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865.621566240994","1437.76455616317","1292.27045092149","932.944879649213","898.29865902284","991.676077776876","1129.47251864803","1323.28715210241","1834.40646924903","1851.38169110724","1327.7138704802","1147.37746320294","1448.11188265233","966.837257393994","1033.23693586772","1035.59989110819","810.351452559634","725.29186877659","523.461113881752","374.71932015","","","","","","","",
"Kiribati","KIR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4286.94979132864","4286.01314746796","4304.54371196954","4258.98073149172","4291.23838295708","4234.8694289105","4542.68761798885","4714.1040431937","5019.12920471158","5035.38538057567","4969.68319224678","4291.79481192973","3979.65118370455","3805.33964209862","3782.24751352578","3386.91875046911","2865.709626739","2513.2858987958","1873.301818576","1380.08561305","","","","","","","",
"St. Kitts and Nevis","KNA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2593.93014476614","2526.27948292437","2521.88318912311","2595.94937466863","2455.41661653945","2513.11194665479","2643.27701646842","2716.32526938458","2888.49621453895","2771.59872062907","2799.31679734225","2666.08437356434","2367.97859066165","1981.32811943407","2087.26385965669","2008.14889500405","1407.23189332823","1230.80727427512","822.326902967709","717.63117586","","","","","","","",
"Korea","KOR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1688.29268881459","1823.04993676635","1935.56520497602","2154.2144347111","2189.83579098439","2179.61390862369","2621.0999956074","2674.3646650296","2734.00572538712","2761.17757800298","2789.50881896071","2737.39837673722","2637.79203520992","2469.71059761522","2550.14150924296","2342.8704765687","1955.81583026892","1696.07408671034","1243.8558856475","918.86860854","","","","","","","",
"Kuwait","KWT","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3697.86739481827","3575.15824648507","3594.77194795861","3554.81059442837","3557.43003533489","3402.64211882939","3883.59695492959","3965.06746407995","4210.1430113356","4192.41360273408","4188.22128214031","4032.73263086261","3771.34317757058","3518.35615510012","3870.10387746265","3371.11860381634","2948.47613705026","2602.43509726134","1933.91881655794","1460.87444479","","","","","","","",
"Latin America & Caribbean","LAC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2133.36788734252","2079.32028932875","2139.0896626968","2167.62838338842","2240.32808610921","2163.59828663689","2312.05977541737","2408.16304811965","2528.07305517011","2583.22433043871","2478.99616243571","2348.43382287958","2288.34275240904","2193.85192530486","2264.70441769863","2075.96653902492","1779.85030465509","1581.88664284922","1178.47563805758","868.400552260653","","","","","","","",
"Lao PDR","LAO","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2505.44797201548","2282.29219176509","2180.96682968232","1618.43674998039","1348.93062573242","1519.35538739683","1332.57102297039","1361.39787912871","1401.92721442402","939.877844064211","916.734707437887","1216.17123585458","1073.97590552141","1339.24575446915","1971.38974261371","1793.839210384","1461.35872651923","1235.82851421282","1115.81404373113","859.07707401","","","","","","","",
"Lebanon","LBN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1384.93801324393","1505.16663095584","1627.32826481276","1238.99439198565","1241.38796458697","1349.92446531417","1652.94099827202","1855.74133853347","2015.30474939636","2188.7916042684","2291.78613345011","2047.6496468846","1940.00505122479","1782.44077854151","1884.11520949317","1517.95852402769","1291.81569043979","1368.10513395326","1086.92720357529","809.33804714","","","","","","","",
"Liberia","LBR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1014.79903348116","1072.18032293861","1000.83257971129","1191.22570413945","954.088656859139","1533.09308907682","1403.62310981504","1170.91560122528","998.787889227771","1270.71366343628","1484.9999999999","1183.63582175706","952.556266029338","1206.53799929026","1010.47395916974","735.491696142967","535.12702408","","","","","","","",
"Libya","LBY","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2126.77276994585","2218.88497238299","2244.16537421279","2219.18165159959","2093.33271873441","2287.92048461119","2798.81868976865","3346.56736093798","3535.30244045862","3472.51455086758","3418.82238182475","3231.93523495647","3205.28055732046","3074.70873880552","3072.45210844732","2862.66385991274","2349.85414150736","2234.29830908403","1605.86671915751","1250.1541141","","","","","","","",
"St. Lucia","LCA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2641.29374869863","2652.62361697711","2493.88009348408","2716.58538751316","2548.44280074894","2421.3983659409","2633.01891013194","2671.26082580736","2705.99570045582","2702.23996349978","2622.41622070094","2528.5645177387","2203.08143566802","2226.88046557564","2562.1561503811","2193.04658093453","1573.70358394799","1620.02235446387","1097.08735467706","910.66589842","","","","","","","",
"Latin America & Caribbean (all income levels)","LCN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2142.86185091939","2088.75794452429","2135.3073803425","2159.14600700146","2240.11119438525","2171.44281137428","2177.11538628786","2172.75242421628","2181.67668897037","2233.57460055279","2141.30463103004","2155.32920932314","2194.18912736587","2199.37498536216","2275.02525220892","2081.33582235408","1787.18629311863","1588.37029106452","1182.35663283241","869.619499051568","","","","","","","",
"Least developed countries: UN classification","LDC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1604.58327693402","1619.48694233075","1693.82256934771","1654.57742458676","1635.74670821481","1665.33026271299","1940.11460934855","1969.45286634269","2131.83828086652","2119.99096692681","2169.54964424309","2170.58472408076","2008.59778689286","1935.34174315526","1900.74389316022","1682.03147614052","1451.47519455687","1271.5858814864","969.216422625432","685.163812215748","","","","","","","",
"Low income","LIC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1604.88536070913","1569.75169373943","1604.61928780147","1628.1612248026","1537.53817967065","1577.47613373405","1827.36535514189","1839.28417217483","2033.53405306237","2020.58081279665","2060.79975336098","2038.1302710592","1907.14322942967","1796.8532128014","1786.56650436272","1626.78984230025","1413.00982604001","1260.23783776076","949.728233687621","713.624226325649","","","","","","","",
"Liechtenstein","LIE","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other low-income","LIO","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income, excluding China and India","LIX","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2106.72424388337","2091.01988592431","2049.67137239063","2253.20837690069","2147.45460776572","2185.98894241391","2203.63236980721","2160.18461799641","2224.073973983","2456.21352725869","2426.06000395183","2398.47779795196","2320.43073294274","2062.09845931555","2053.84806263962","1854.08332034513","1483.17349773522","1159.08283250842","1235.61677115479","953.00799409","","","","","","","",
"Lower middle income","LMC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1599.95519326883","1577.13078595415","1537.44313617402","1519.01198692424","1572.09622874971","1556.3229065995","1656.26265273177","1693.3163627215","1785.50805604268","1808.59720821042","1815.88533027583","1781.4164805375","1742.65636005325","1659.24109172463","1665.43051635519","1496.13743559277","1270.9252977695","1150.80613236769","851.913302708999","624.644541415171","","","","","","","",
"Low & middle income","LMY","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2131.62946720859","2088.56151153528","2118.86546533913","2077.1728679168","2066.50765418883","2017.44337833063","2138.12553890287","2231.08272244942","2380.31655520077","2421.36670778648","2412.53096899618","2332.49776142015","2329.66443521325","2246.87669986509","2290.89464853913","2092.8631499208","1804.07988418412","1612.71470355177","1196.58554754885","882.188445416868","","","","","","","",
"Low-income Africa","LSA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.69223456717","2240.30954755616","2064.36997737202","2153.45168716375","2163.92102158828","2271.66838668299","2815.09356948268","2801.18555001297","3037.78507452377","3018.63187357958","2816.64836164535","2924.1278289148","3116.47799844424","3052.37797359685","3201.28133896557","3045.20100029127","2691.23712861047","2388.87760757511","1765.35199700255","1294.03873248","","","","","","","",
"Late-demographic dividend","LTE","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802.241024351577","783.490293068561","799.353033554097","761.086999680046","760.932654233744","728.529518711383","734.819240527903","749.137136948091","751.570896615662","764.643965067317","753.171138085114","770.048138078408","806.234876946183","814.252946086844","823.137836640718","824.906778872046","830.631646210705","834.834012687643","831.860070774252","838.237929944361","","","","","","","",
"Lithuania","LTU","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3336.90393916758","3167.66490845012","3263.1443201289","3417.76315794955","3370.86700960254","3136.82261857103","3486.91764697906","3746.01452659071","4033.65668025411","3550.63148886806","3556.70544699118","3452.8323839411","3478.01064405989","3241.557402606","3262.72624821147","2944.38886001993","2446.84677600664","2067.03528900567","1511.87644955827","1153.78163073","","","","","","","",
"Luxembourg","LUX","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4159.183014201","4176.51684144389","4160.74915404708","4158.69083677985","4039.98519313919","3676.01203420698","3968.44906413847","4187.89579496262","4432.0071903409","4450.30388804179","4441.55197699833","4230.66020322493","4076.19033317698","3882.19211982453","3820.8596813116","3502.78409350986","2971.25924047155","2595.21966616463","1924.66471534717","1426.78029811","","","","","","","",
"Latvia","LVA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2982.34360532124","2599.48955476497","2509.73433326298","2665.78074144026","2625.82056896351","2447.3450015417","2457.83432498834","2605.80049339506","2797.97245593682","2990.4148638068","3022.75639504169","3179.62093995026","2896.34683823853","2791.92463984402","2694.53770068212","2469.51034088118","2151.18384864794","1846.70561383433","1432.98173568937","1074.00501758","","","","","","","",
"Macao SAR, China","MAC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1468.73179943244","1449.56365698865","1275.14462901444","1330.24689673247","1297.58095801495","1323.71790439553","1544.73151000881","1319.24770938151","1428.89271522965","1473.73219045155","1526.73521472561","1624.65494729558","1676.80623470778","1588.38938909666","1633.2396834335","1462.8037892416","1204.12651525236","1084.46626331265","764.35616268842","575.89412381","","","","","","","",
"Monaco","MCO","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4029.78772581808","4030.3971948654","4014.3449940417","3963.98237753439","3939.74744581553","3919.50507063291","4150.34440790836","4287.68657588056","4569.95223750634","4570.39186619734","4570.96785233882","4332.65327014211","4154.914623329","3946.95296509148","3975.0350400092","3627.47933464499","3095.07794451577","2743.08113946255","2028.59954306242","1505.38141702","","","","","","","",
"Moldova","MDA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2934.89181543601","2978.26691250901","2932.23620931594","2563.01754356026","2241.30868039963","2224.80671868462","2080.57077513405","2434.71902741106","2559.22728243007","2707.58593909833","2511.08122474757","2248.93177095272","2201.92572999746","2138.62784172958","2203.85167764322","1890.05522079301","1670.96420327782","1427.89750558207","1126.70135407181","873.40961268","","","","","","","",
"Middle East (developing only)","MDE","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1860.22961984998","2130.92484923614","2236.49719909869","2184.05736587447","2228.90334453795","2484.10822374486","2829.38213772573","2856.08613979693","2862.87233422946","2959.1184010569","3033.66874646735","2946.65867697616","2827.54910318149","2573.77250874421","2448.71832356207","2230.99290077997","2007.05973983712","1683.52284888535","1424.78052380521","823.58186162","","","","","","","",
"Maldives","MDV","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2486.01061700256","2402.79352907505","2352.89861785485","2464.07502393496","2552.27777789619","2595.11924118903","2815.04410556063","2931.29035771619","3029.00755474478","3148.22397544726","3563.86537956966","3318.16482551149","3146.81848875719","3280.69484825806","3170.92238879122","2627.63572305552","1974.70926782039","1911.47885733482","1603.75481936621","1331.55872902","","","","","","","",
"Middle East & North Africa (all income levels)","MEA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2547.19636717657","2570.53621984657","2532.88960761297","2457.98520279772","2425.89191178706","2426.55947667398","2469.47337615159","2560.23706841049","2666.30100404251","2618.74151752476","2620.28262157531","2700.57161998698","2650.05715528497","2557.60725112238","2602.56370933961","2285.25530792943","1994.94531825915","1787.32724709842","1364.35175925616","1032.56956833952","","","","","","","",
"Mexico","MEX","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1896.040570647","1863.25921635127","2011.79276409385","2071.0653965895","2151.45570815064","2095.28951273644","2149.96971675618","2192.68805755854","2307.0973061661","2379.84214702979","2360.12651617329","2236.44915008958","2166.72693589689","2089.25923824631","2148.0914616375","2000.16174783401","1765.17210637394","1590.00351962736","1189.9409311386","880.06149049","","","","","","","",
"Marshall Islands","MHL","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4007.68562099677","3974.73078739136","4000.13506086571","3963.24363026459","3965.5893305887","4057.04049689703","4279.10524003688","4440.51888621439","4695.06873908562","4706.73950858291","4692.19239308722","4382.21930735261","4187.44350753803","3847.81159364168","3849.88955430849","3409.26630096991","2906.90291354496","2574.09473407245","1936.38885238332","1433.47243872","","","","","","","",
"Middle income","MIC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2141.86313883278","2098.49145856763","2127.5456309893","2085.60390055482","2077.22325287694","2026.53300703503","2147.19257158159","2243.20619672206","2392.04859730389","2434.14962355858","2424.0653917949","2339.68918839691","2338.16982858677","2255.48475224335","2300.67750244228","2101.42161104194","1810.88171982803","1618.62596244674","1200.3608279963","884.76924431719","","","","","","","",
"North Macedonia","MKD","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2658.31325284931","2663.89515356911","2730.86024039499","2902.56841604315","2720.2144579111","2559.09247409547","2818.76024704132","2976.70326068648","3189.40975484966","3226.6215972722","3317.14124683574","3260.81287284608","3103.33791098784","3094.02091259166","2982.80308110581","2587.68784216426","2239.76452982495","2017.07643072772","1590.11524123498","1076.59231388","","","","","","","",
"Mali","MLI","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2351.74454780146","1781.11316042226","1625.33422327033","1550.47476920799","1353.76686042646","1480.17357630128","2156.69278686457","2009.58253862573","2338.00580283315","2609.26456521874","2543.40985927839","2419.71559982132","2326.84721511821","2096.31766643021","2084.33402102541","1778.61481737407","1575.0510148098","1136.75187323065","531.137229738945","388.49138735","","","","","","","",
"Malta","MLT","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038.25471125707","3064.58287385444","3140.33909432749","3140.84467730866","3117.0675726034","3208.87173016722","3330.71982112057","3550.0366974488","3783.2180920727","3697.31842981677","3763.74428160305","3497.00238665632","3258.51164199685","2931.96720746562","2929.06423758594","2617.77750252388","2328.6780088086","2049.27113215423","1523.14164783574","1175.7872214","","","","","","","",
"Myanmar","MMR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","852.336407010676","710.814573492851","652.932820476273","469.835367269985","488.214479618817","628.837111893477","588.12846924971","759.682650129848","649.407771463486","714.74255069022","482.035311725875","718.071842808966","564.109385525451","488.877646951777","504.736346194224","604.543249401208","545.64504309121","962.778185762769","814.709370211043","780.54535165","","","","","","","",
"Middle East & North Africa","MNA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2081.3298228096","2096.00634680262","2069.22301130397","2054.14521340487","1929.44189443658","1940.67068667471","2173.91505684415","2256.23408478105","2468.49420325487","2474.68203834214","2497.11381014237","2436.62991616563","2345.23022744239","2222.33505721175","2198.22713114695","1917.24001500464","1661.35935008131","1498.57992620242","1147.06179344339","841.582302786944","","","","","","","",
"Montenegro","MNE","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3179.97955664379","3173.66518876164","3186.13686475552","3179.81145176709","3156.0234538232","3152.5934715533","3440.1893735583","3499.6297743554","3895.07838818281","3833.97446935212","3762.70937953634","3434.90376575841","3205.74121292479","2972.00477750056","2828.73448566817","2525.46773985393","2123.92392066694","1897.03765267864","1327.96740621328","971.63657947","","","","","","","",
"Mongolia","MNG","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3646.23482749708","3792.39495608288","3731.0911862097","3815.60452947983","3755.42947136877","3601.46577167078","3761.51734786399","3566.77421287872","3147.77947907317","3218.58273391935","3210.39555186042","3046.28844877746","2949.92334224345","2733.09648615462","2628.96955934613","2389.89317271664","2105.53421708095","1790.06897321403","1254.21322707001","941.78690524","","","","","","","",
"Northern Mariana Islands","MNP","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2913.04492621664","2720.94918627109","2881.08860192408","2948.47855344264","3047.67773577001","3167.90189578344","3385.52715341238","3527.81313871084","3517.74996866949","3310.37960191449","3458.73215523016","3192.25445403427","3012.84095750222","2583.91986408517","2347.99822668826","2386.4462650361","1501.11268853399","1496.31689299474","1177.15322412965","959.41087834","","","","","","","",
"Mauritania","MRT","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2579.28518760685","2060.06996464621","2149.2080345679","2478.12104370546","2867.12536201792","2799.29361074921","2607.05239531712","3175.5131922905","3136.02555737753","3249.56168748963","3086.41973294111","2767.21210397963","2579.34990570996","2139.27933319217","2410.77468259938","2166.09389986942","1802.27489168632","1486.29098849066","1101.09382821632","843.09074559","","","","","","","",
"Martinique","MTQ","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2482.04727470434","2450.60252456333","2466.05606938006","2460.41743098136","2430.31367770417","2342.36512908529","2489.32035479185","2573.9509891983","2834.68605017048","2900.53993623964","2596.04073353375","2256.80640409002","1976.04328927986","1679.22930293932","1876.86291180609","1946.66868187483","1673.52805969419","1500.14152221643","1128.4366188718","835.83084646","","","","","","","",
"Malawi","MWI","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1682.81559238024","1230.94492677444","1400.77789767891","1533.81837731069","1574.45733996361","2065.9495932716","2157.80369063072","3091.71644685664","3851.71433716185","3902.46763415341","3886.87209752801","3446.23037364641","2846.26740370725","2921.34396552499","3021.27993956536","2678.59704533452","2208.24660096699","1902.91453526064","1218.65002950846","916.25087206","","","","","","","",
"Malaysia","MYS","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2453.88217896405","2533.19790359268","2438.95455538717","2465.74204081322","2468.44448682506","2488.54846096511","2785.46235035019","2853.5837893134","3112.57952589191","2878.94690048107","2604.67015604231","2665.11931949153","2543.12696222486","2456.8785975023","2560.24989941905","2332.10898215584","1887.71650942263","1709.77032985944","1261.0982445798","937.97549232","","","","","","","",
"Mayotte","MYT","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North America","NAC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2087.00649977725","2084.54004058142","2071.34730272843","2016.06427985929","1994.04112113958","1998.52330600702","2037.71151437589","2031.57431217591","2085.81557879926","2103.52218252902","2112.72890523117","2140.35700077793","2150.13882558805","2143.56381453873","2193.06010897189","2043.34809247246","1710.20568178927","1505.09336254833","1126.47827549398","843.68185532062","","","","","","","",
"Namibia","NAM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3199.44946443447","3250.23694810951","3238.22107172686","3259.82442329476","3299.80674331389","3101.58362171739","2744.66696578763","2938.58310739147","3067.47720704611","2688.02945749743","2641.10516057997","2173.28653973049","2572.38644995444","2454.30299407353","2508.15935089467","2379.79909944111","2118.09514564006","1866.77909324758","1364.79332324788","1019.98573972","","","","","","","",
